id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
785,tapu-koko,Land Spirit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/785.png,electric,fairy,1.8,20.5,70,115,85,95,75,130,570,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,,,,1,0
786,tapu-lele,Land Spirit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/786.png,psychic,fairy,1.2,18.6,70,85,75,130,115,95,570,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,,,,1,0
787,tapu-bulu,Land Spirit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/787.png,grass,fairy,1.9,45.5,70,130,115,85,95,75,570,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",,,,1,0
788,tapu-fini,Land Spirit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/788.png,water,fairy,1.3,21.2,70,75,115,95,130,85,570,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,,,,1,0
789,cosmog,Nebula Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/789.png,psychic,,0.2,0.1,43,29,31,29,31,37,200,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,,790,level-up&level:43&needs_overworld_rain:true&turn_upside_down:true,1,0
790,cosmoem,Protostar Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/790.png,psychic,,0.1,999.9,43,29,131,29,131,37,400,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",789,"791,792","level-up&level:53&needs_overworld_rain:true&turn_upside_down:true, level-up&level:53&needs_overworld_rain:true&turn_upside_down:true",1,0
791,solgaleo,Sunne Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/791.png,psychic,steel,3.4,230.0,137,137,107,113,89,97,680,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,790,,,1,0
792,lunala,Moone Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/792.png,psychic,ghost,4.0,120.0,137,113,89,137,107,97,680,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",790,,,1,0
793,nihilego,Parasite Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/793.png,rock,poison,1.2,55.5,109,53,47,127,131,103,570,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,,,,0,0
794,buzzwole,Swollen Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/794.png,bug,fighting,2.4,333.6,107,139,139,53,53,79,570,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",,,,0,0
795,pheromosa,Lissome Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/795.png,bug,fighting,1.8,25.0,71,137,37,137,37,151,570,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",,,,0,0
796,xurkitree,Glowing Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/796.png,electric,,3.8,100.0,83,89,71,173,71,83,570,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",,,,0,0
797,celesteela,Launch Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/797.png,steel,flying,9.2,999.9,97,101,103,107,101,61,570,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,,,,0,0
798,kartana,Drawn Sword Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/798.png,grass,steel,0.3,0.1,59,181,131,59,31,109,570,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",,,,0,0
799,guzzlord,Junkivore Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/799.png,dark,dragon,5.5,888.0,223,101,53,97,53,43,570,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",,,,0,0
800,necrozma,Prism Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/800.png,psychic,,2.4,230.0,97,107,101,127,89,79,600,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",,,,1,0
801,magearna,Artificial Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/801.png,steel,fairy,1.0,80.5,80,95,115,130,115,65,600,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",,,,0,1
802,marshadow,Gloomdweller Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/802.png,fighting,ghost,0.7,22.2,90,125,80,90,90,125,600,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",,,,0,1
803,poipole,Poison Pin Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/803.png,poison,,0.6,1.8,67,73,67,73,67,73,420,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,,804,level-up&known_move:dragon-pulse&needs_overworld_rain:true&turn_upside_down:true,0,0
804,naganadel,Poison Pin Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/804.png,poison,dragon,3.6,150.0,73,73,73,127,73,121,540,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,803,,,0,0
805,stakataka,Rampart Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/805.png,rock,steel,5.5,820.0,61,131,211,53,101,13,570,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,,,,0,0
806,blacephalon,Fireworks Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/806.png,fire,ghost,1.8,13.0,53,127,53,151,79,107,570,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",,,,0,0
807,zeraora,Thunderclap Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/807.png,electric,,1.5,44.5,88,112,75,102,80,143,600,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",,,,0,1
808,meltan,Hex Nut Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/808.png,steel,,0.2,8.0,46,65,65,55,35,34,300,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",,,,0,1
809,melmetal,Hex Nut Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/809.png,steel,,2.5,800.0,135,143,143,80,65,34,600,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",,,,0,1
810,grookey,Chimp Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/810.png,grass,,0.3,5.0,50,65,50,40,40,65,310,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",,811,level-up&level:16&needs_overworld_rain:true&turn_upside_down:true,0,0
811,thwackey,Beat Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/811.png,grass,,0.7,14.0,70,85,70,55,60,80,420,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",810,812,level-up&level:35&needs_overworld_rain:true&turn_upside_down:true,0,0
812,rillaboom,Drummer Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/812.png,grass,,2.1,90.0,100,125,90,60,70,85,530,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",811,,,0,0
813,scorbunny,Rabbit Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/813.png,fire,,0.3,4.5,50,71,40,40,40,69,310,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",,814,level-up&level:16&needs_overworld_rain:true&turn_upside_down:true,0,0
814,raboot,Rabbit Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/814.png,fire,,0.6,9.0,65,86,60,55,60,94,420,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,813,815,level-up&level:35&needs_overworld_rain:true&turn_upside_down:true,0,0
815,cinderace,Striker Pokémon,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/815.png,fire,,1.4,33.0,80,116,75,65,75,119,530,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",814,,,0,0
